id,url,title,solve_prob,difficulty
agc056_a,https://atcoder.jp/contests/agc056/tasks/agc056_a,A. Three Cells per Row and Column,46,1290
agc056_b,https://atcoder.jp/contests/agc056/tasks/agc056_b,B. Range Argmax,1,3339
agc056_c,https://atcoder.jp/contests/agc056/tasks/agc056_c,C. 01 Balanced,1,2481
agc056_d,https://atcoder.jp/contests/agc056/tasks/agc056_d,D. Subset Sum Game,1,3339
agc056_e,https://atcoder.jp/contests/agc056/tasks/agc056_e,E. Cheese,1,3877
agc056_f,https://atcoder.jp/contests/agc056/tasks/agc056_f,F. Degree Sequence in DFS Order,1,4310
abc230_a,https://atcoder.jp/contests/abc230/tasks/abc230_a,A. AtCoder Quiz 3,99,5
abc230_b,https://atcoder.jp/contests/abc230/tasks/abc230_b,B. Triple Metre,99,37
abc230_c,https://atcoder.jp/contests/abc230/tasks/abc230_c,C. X drawing,96,566
abc230_d,https://atcoder.jp/contests/abc230/tasks/abc230_d,D. Destroyer Takahashi,79,963
abc230_e,https://atcoder.jp/contests/abc230/tasks/abc230_e,E. Fraction Floor Sum,78,969
abc230_f,https://atcoder.jp/contests/abc230/tasks/abc230_f,F. Predilection,2,2113
abc230_g,https://atcoder.jp/contests/abc230/tasks/abc230_g,G. GCD Permutation,1,2516
abc230_h,https://atcoder.jp/contests/abc230/tasks/abc230_h,H. Bullion,1,3528
arc130_a,https://atcoder.jp/contests/arc130/tasks/arc130_a,A. Remove One Character,99,124
arc130_b,https://atcoder.jp/contests/arc130/tasks/arc130_b,B. Colorful Lines,95,576
arc130_c,https://atcoder.jp/contests/arc130/tasks/arc130_c,C. Digit Sum Minimization,7,1814
arc130_d,https://atcoder.jp/contests/arc130/tasks/arc130_d,D. Zigzag Tree,1,2437
arc130_e,https://atcoder.jp/contests/arc130/tasks/arc130_e,E. Increasing Minimum,1,3188
arc130_f,https://atcoder.jp/contests/arc130/tasks/arc130_f,F. Replace by Average,1,3211
abc229_a,https://atcoder.jp/contests/abc229/tasks/abc229_a,A. First Grid,99,24
abc229_b,https://atcoder.jp/contests/abc229/tasks/abc229_b,B. Hard Calculation,99,42
abc229_c,https://atcoder.jp/contests/abc229/tasks/abc229_c,C. Cheese,99,165
abc229_d,https://atcoder.jp/contests/abc229/tasks/abc229_d,D. Longest X,91,745
abc229_e,https://atcoder.jp/contests/abc229/tasks/abc229_e,E. Graph Destruction,74,1015
abc229_f,https://atcoder.jp/contests/abc229/tasks/abc229_f,F. Make Bipartite,5,1917
abc229_g,https://atcoder.jp/contests/abc229/tasks/abc229_g,G. Longest Y,2,2121
abc229_h,https://atcoder.jp/contests/abc229/tasks/abc229_h,H. Advance or Eat,1,3308
arc129_a,https://atcoder.jp/contests/arc129/tasks/arc129_a,A. Smaller XOR,91,727
arc129_b,https://atcoder.jp/contests/arc129/tasks/arc129_b,B. Range Point Distance,91,735
arc129_c,https://atcoder.jp/contests/arc129/tasks/arc129_c,C. Multiple of 7,13,1687
arc129_d,https://atcoder.jp/contests/arc129/tasks/arc129_d,D. -1+2-1,1,2300
arc129_e,https://atcoder.jp/contests/arc129/tasks/arc129_e,E. Yet Another Minimization,1,3337
arc129_f,https://atcoder.jp/contests/arc129/tasks/arc129_f,F. Let's Play Tag,1,3596
abc228_a,https://atcoder.jp/contests/abc228/tasks/abc228_a,A. On and Off,99,55
abc228_b,https://atcoder.jp/contests/abc228/tasks/abc228_b,B. Takahashi's Secret,99,83
abc228_c,https://atcoder.jp/contests/abc228/tasks/abc228_c,C. Final Day,99,214
abc228_d,https://atcoder.jp/contests/abc228/tasks/abc228_d,D. Linear Probing,73,1035
abc228_e,https://atcoder.jp/contests/abc228/tasks/abc228_e,E. Integer Sequence Fair,19,1579
abc228_f,https://atcoder.jp/contests/abc228/tasks/abc228_f,F. Stamp Game,2,2179
abc228_g,https://atcoder.jp/contests/abc228/tasks/abc228_g,G. Digits on Grid,1,2711
abc228_h,https://atcoder.jp/contests/abc228/tasks/abc228_h,H. Histogram,1,2729
abc227_a,https://atcoder.jp/contests/abc227/tasks/abc227_a,A. Last Card,99,21
abc227_b,https://atcoder.jp/contests/abc227/tasks/abc227_b,B. KEYENCE building,99,30
abc227_c,https://atcoder.jp/contests/abc227/tasks/abc227_c,C. ABC conjecture,93,692
abc227_d,https://atcoder.jp/contests/abc227/tasks/abc227_d,D. Project Planning,15,1643
abc227_e,https://atcoder.jp/contests/abc227/tasks/abc227_e,E. Swap,1,2377
abc227_f,https://atcoder.jp/contests/abc227/tasks/abc227_f,F. Treasure Hunting,1,2323
abc227_g,https://atcoder.jp/contests/abc227/tasks/abc227_g,G. Divisors of Binomial Coefficient,1,2207
abc227_h,https://atcoder.jp/contests/abc227/tasks/abc227_h,H. Eat Them All,1,3229
abc226_a,https://atcoder.jp/contests/abc226/tasks/abc226_a,A. Round decimals,99,14
abc226_b,https://atcoder.jp/contests/abc226/tasks/abc226_b,B. Counting Arrays,99,192
abc226_c,https://atcoder.jp/contests/abc226/tasks/abc226_c,C. Martial artist,96,539
abc226_d,https://atcoder.jp/contests/abc226/tasks/abc226_d,D. Teleportation,92,706
abc226_e,https://atcoder.jp/contests/abc226/tasks/abc226_e,E. Just one,42,1327
abc226_f,https://atcoder.jp/contests/abc226/tasks/abc226_f,F. Score of Permutations,2,2086
abc226_g,https://atcoder.jp/contests/abc226/tasks/abc226_g,G. The baggage,1,2373
abc226_h,https://atcoder.jp/contests/abc226/tasks/abc226_h,H. Random Kth Max,1,2813
agc055_a,https://atcoder.jp/contests/agc055/tasks/agc055_a,A. ABC Identity,40,1348
agc055_b,https://atcoder.jp/contests/agc055/tasks/agc055_b,B. ABC Supremacy,3,2059
agc055_c,https://atcoder.jp/contests/agc055/tasks/agc055_c,C. Weird LIS,1,2803
agc055_d,https://atcoder.jp/contests/agc055/tasks/agc055_d,D. ABC Ultimatum,1,3506
agc055_f,https://atcoder.jp/contests/agc055/tasks/agc055_f,F. Creative Splitting,1,4288
abc225_a,https://atcoder.jp/contests/abc225/tasks/abc225_a,A. Distinct Strings,99,12
abc225_b,https://atcoder.jp/contests/abc225/tasks/abc225_b,B. Star or Not,99,62
abc225_c,https://atcoder.jp/contests/abc225/tasks/abc225_c,C. Calendar Validator,99,326
abc225_d,https://atcoder.jp/contests/abc225/tasks/abc225_d,D. Play Train,89,778
abc225_e,https://atcoder.jp/contests/abc225/tasks/abc225_e,E. 7,13,1678
abc225_f,https://atcoder.jp/contests/abc225/tasks/abc225_f,F. String Cards,1,2612
abc225_g,https://atcoder.jp/contests/abc225/tasks/abc225_g,G. X,1,2566
abc225_h,https://atcoder.jp/contests/abc225/tasks/abc225_h,H. Social Distance 2,1,3061
abc224_a,https://atcoder.jp/contests/abc224/tasks/abc224_a,A. Tires,99,6
abc224_b,https://atcoder.jp/contests/abc224/tasks/abc224_b,B. Mongeness,99,81
abc224_c,https://atcoder.jp/contests/abc224/tasks/abc224_c,C. Triangle?,99,301
abc224_d,https://atcoder.jp/contests/abc224/tasks/abc224_d,D. 8 Puzzle on Graph,37,1376
abc224_e,https://atcoder.jp/contests/abc224/tasks/abc224_e,E. Integers on Grid,14,1657
abc224_f,https://atcoder.jp/contests/abc224/tasks/abc224_f,F. Problem where +s Separate Digits,10,1733
abc224_g,https://atcoder.jp/contests/abc224/tasks/abc224_g,G. Roll or Increment,1,2374
abc224_h,https://atcoder.jp/contests/abc224/tasks/abc224_h,H. Security Camera 2,1,2887
abc223_a,https://atcoder.jp/contests/abc223/tasks/abc223_a,A. Exact Price,99,6
abc223_b,https://atcoder.jp/contests/abc223/tasks/abc223_b,B. String Shifting,99,86
abc223_c,https://atcoder.jp/contests/abc223/tasks/abc223_c,C. Doukasen,98,354
abc223_d,https://atcoder.jp/contests/abc223/tasks/abc223_d,D. Restricted Permutation,70,1069
abc223_e,https://atcoder.jp/contests/abc223/tasks/abc223_e,E. Placing Rectangles,24,1510
abc223_f,https://atcoder.jp/contests/abc223/tasks/abc223_f,F. Parenthesis Checking,15,1641
abc223_g,https://atcoder.jp/contests/abc223/tasks/abc223_g,G. Vertex Deletion,1,2351
abc223_h,https://atcoder.jp/contests/abc223/tasks/abc223_h,H. Xor Query,1,2771
arc128_a,https://atcoder.jp/contests/arc128/tasks/arc128_a,A. Gold and Silver,94,650
arc128_b,https://atcoder.jp/contests/arc128/tasks/arc128_b,B. Balls of Three Colors,80,941
arc128_c,https://atcoder.jp/contests/arc128/tasks/arc128_c,C. Max Dot,8,1810
arc128_d,https://atcoder.jp/contests/arc128/tasks/arc128_d,D. Neq Neq,1,2554
arc128_e,https://atcoder.jp/contests/arc128/tasks/arc128_e,E. K Different Values,1,3049
arc128_f,https://atcoder.jp/contests/arc128/tasks/arc128_f,F. Game against Robot,1,3671
abc222_a,https://atcoder.jp/contests/abc222/tasks/abc222_a,A. Four Digits,99,5
abc222_b,https://atcoder.jp/contests/abc222/tasks/abc222_b,B. Failing Grade,99,9
abc222_c,https://atcoder.jp/contests/abc222/tasks/abc222_c,C. Swiss-System Tournament,98,367
abc222_d,https://atcoder.jp/contests/abc222/tasks/abc222_d,D. Between Two Arrays,85,865
abc222_e,https://atcoder.jp/contests/abc222/tasks/abc222_e,E. Red and Blue Tree,26,1491
abc222_f,https://atcoder.jp/contests/abc222/tasks/abc222_f,F. Expensive Expense,5,1934
abc222_g,https://atcoder.jp/contests/abc222/tasks/abc222_g,G. 222,1,2242
abc222_h,https://atcoder.jp/contests/abc222/tasks/abc222_h,H. Beautiful Binary Tree,1,3477
abc221_a,https://atcoder.jp/contests/abc221/tasks/abc221_a,A. Seismic magnitude scales,99,10
abc221_b,https://atcoder.jp/contests/abc221/tasks/abc221_b,B. typo,99,58
abc221_c,https://atcoder.jp/contests/abc221/tasks/abc221_c,C. Select Mul,98,379
abc221_d,https://atcoder.jp/contests/abc221/tasks/abc221_d,D. Online games,87,832
abc221_e,https://atcoder.jp/contests/abc221/tasks/abc221_e,E. LEQ,24,1515
abc221_f,https://atcoder.jp/contests/abc221/tasks/abc221_f,F. Diameter set,2,2093
abc221_g,https://atcoder.jp/contests/abc221/tasks/abc221_g,G. Jumping sequence,1,2914
abc221_h,https://atcoder.jp/contests/abc221/tasks/abc221_h,H. Count Multiset,1,2793
abc220_a,https://atcoder.jp/contests/abc220/tasks/abc220_a,A. Find Multiple,99,14
abc220_b,https://atcoder.jp/contests/abc220/tasks/abc220_b,B. Base K,99,58
abc220_c,https://atcoder.jp/contests/abc220/tasks/abc220_c,C. Long Sequence,99,119
abc220_d,https://atcoder.jp/contests/abc220/tasks/abc220_d,D. FG operation,93,664
abc220_e,https://atcoder.jp/contests/abc220/tasks/abc220_e,E. Distance on Large Perfect Binary Tree,18,1593
abc220_f,https://atcoder.jp/contests/abc220/tasks/abc220_f,F. Distance Sums 2,44,1304
abc220_g,https://atcoder.jp/contests/abc220/tasks/abc220_g,G. Isosceles Trapezium,1,2439
abc220_h,https://atcoder.jp/contests/abc220/tasks/abc220_h,H. Security Camera,1,3047
arc127_a,https://atcoder.jp/contests/arc127/tasks/arc127_a,A. Leading 1s,88,808
arc127_b,https://atcoder.jp/contests/arc127/tasks/arc127_b,B. Ternary Strings,18,1594
arc127_c,https://atcoder.jp/contests/arc127/tasks/arc127_c,C. Binary Strings,2,2092
arc127_d,https://atcoder.jp/contests/arc127/tasks/arc127_d,D. Sum of Min of Xor,1,2593
arc127_e,https://atcoder.jp/contests/arc127/tasks/arc127_e,E. Priority Queue,1,2678
arc127_f,https://atcoder.jp/contests/arc127/tasks/arc127_f,F. ±AB,1,3723
arc126_a,https://atcoder.jp/contests/arc126/tasks/arc126_a,A. Make 10,97,465
arc126_b,https://atcoder.jp/contests/arc126/tasks/arc126_b,B. Cross-free Matching,37,1370
arc126_c,https://atcoder.jp/contests/arc126/tasks/arc126_c,C. Maximize GCD,7,1824
arc126_d,https://atcoder.jp/contests/arc126/tasks/arc126_d,D. Pure Straight,1,2332
arc126_e,https://atcoder.jp/contests/arc126/tasks/arc126_e,E. Infinite Operations,1,2766
arc126_f,https://atcoder.jp/contests/arc126/tasks/arc126_f,F. Affine Sort,1,3488
abc219_a,https://atcoder.jp/contests/abc219/tasks/abc219_a,A. AtCoder Quiz 2,99,6
abc219_b,https://atcoder.jp/contests/abc219/tasks/abc219_b,B. Maritozzo,99,18
abc219_c,https://atcoder.jp/contests/abc219/tasks/abc219_c,C. Neo-lexicographic Ordering,99,260
abc219_d,https://atcoder.jp/contests/abc219/tasks/abc219_d,D. Strange Lunchbox,68,1085
abc219_e,https://atcoder.jp/contests/abc219/tasks/abc219_e,E. Moat,12,1690
abc219_f,https://atcoder.jp/contests/abc219/tasks/abc219_f,F. Cleaning Robot,1,2542
abc219_g,https://atcoder.jp/contests/abc219/tasks/abc219_g,G. Propagation,1,2287
abc219_h,https://atcoder.jp/contests/abc219/tasks/abc219_h,H. Candles,1,3297
abc218_a,https://atcoder.jp/contests/abc218/tasks/abc218_a,A. Weather Forecast,99,7
abc218_b,https://atcoder.jp/contests/abc218/tasks/abc218_b,B. qwerty,99,14
abc218_c,https://atcoder.jp/contests/abc218/tasks/abc218_c,C. Shapes,75,1012
abc218_d,https://atcoder.jp/contests/abc218/tasks/abc218_d,D. Rectangles,92,715
abc218_e,https://atcoder.jp/contests/abc218/tasks/abc218_e,E. Destruction,75,1004
abc218_f,https://atcoder.jp/contests/abc218/tasks/abc218_f,F. Blocked Roads,10,1753
abc218_g,https://atcoder.jp/contests/abc218/tasks/abc218_g,G. Game on Tree 2,1,2217
abc218_h,https://atcoder.jp/contests/abc218/tasks/abc218_h,H. Red and Blue Lamps,1,2805
abc217_a,https://atcoder.jp/contests/abc217/tasks/abc217_a,A. Lexicographic Order,99,21
abc217_b,https://atcoder.jp/contests/abc217/tasks/abc217_b,B. AtCoder Quiz,99,22
abc217_c,https://atcoder.jp/contests/abc217/tasks/abc217_c,C. Inverse of Permutation,99,49
abc217_d,https://atcoder.jp/contests/abc217/tasks/abc217_d,D. Cutting Woods,88,802
abc217_e,https://atcoder.jp/contests/abc217/tasks/abc217_e,E. Sorting Queries,77,986
abc217_f,https://atcoder.jp/contests/abc217/tasks/abc217_f,F. Make Pair,4,1954
abc217_g,https://atcoder.jp/contests/abc217/tasks/abc217_g,G. Groups,3,2047
abc217_h,https://atcoder.jp/contests/abc217/tasks/abc217_h,H. Snuketoon,1,3112
abc216_a,https://atcoder.jp/contests/abc216/tasks/abc216_a,A. Signed Difficulty,99,17
abc216_b,https://atcoder.jp/contests/abc216/tasks/abc216_b,B. Same Name,99,38
abc216_c,https://atcoder.jp/contests/abc216/tasks/abc216_c,C. Many Balls,99,145
abc216_d,https://atcoder.jp/contests/abc216/tasks/abc216_d,D. Pair of Balls,72,1039
abc216_e,https://atcoder.jp/contests/abc216/tasks/abc216_e,E. Amusement Park,68,1084
abc216_f,https://atcoder.jp/contests/abc216/tasks/abc216_f,F. Max Sum Counting,22,1541
abc216_g,https://atcoder.jp/contests/abc216/tasks/abc216_g,G. 01Sequence,4,1963
abc216_h,https://atcoder.jp/contests/abc216/tasks/abc216_h,H. Random Robots,1,3295
arc125_a,https://atcoder.jp/contests/arc125/tasks/arc125_a,A. Dial Up,97,442
arc125_b,https://atcoder.jp/contests/arc125/tasks/arc125_b,B. Squares,48,1273
arc125_c,https://atcoder.jp/contests/arc125/tasks/arc125_c,C. LIS to Original Sequence,5,1896
arc125_d,https://atcoder.jp/contests/arc125/tasks/arc125_d,D. Unique Subsequence,2,2187
arc125_e,https://atcoder.jp/contests/arc125/tasks/arc125_e,E. Snack,1,2874
arc125_f,https://atcoder.jp/contests/arc125/tasks/arc125_f,F. Tree Degree Subset Sum,1,3541
abc215_a,https://atcoder.jp/contests/abc215/tasks/abc215_a,A. Your First Judge,99,7
abc215_b,https://atcoder.jp/contests/abc215/tasks/abc215_b,B. log2(N),99,68
abc215_c,https://atcoder.jp/contests/abc215/tasks/abc215_c,C. One More aab aba baa,99,178
abc215_d,https://atcoder.jp/contests/abc215/tasks/abc215_d,D. Coprime 2,91,736
abc215_e,https://atcoder.jp/contests/abc215/tasks/abc215_e,E. Chain Contestant,33,1413
abc215_f,https://atcoder.jp/contests/abc215/tasks/abc215_f,F. Dist Max 2,6,1853
abc215_g,https://atcoder.jp/contests/abc215/tasks/abc215_g,G. Colorful Candies 2,1,2276
abc215_h,https://atcoder.jp/contests/abc215/tasks/abc215_h,H. Cabbage Master,1,3101
abc214_a,https://atcoder.jp/contests/abc214/tasks/abc214_a,A. New Generation ABC,99,4
abc214_b,https://atcoder.jp/contests/abc214/tasks/abc214_b,B. How many?,99,53
abc214_c,https://atcoder.jp/contests/abc214/tasks/abc214_c,C. Distribution,99,319
abc214_d,https://atcoder.jp/contests/abc214/tasks/abc214_d,D. Sum of Maximum Weights,40,1341
abc214_e,https://atcoder.jp/contests/abc214/tasks/abc214_e,E. Packing Under Range Regulations,7,1835
abc214_f,https://atcoder.jp/contests/abc214/tasks/abc214_f,F. Substrings,4,1973
abc214_g,https://atcoder.jp/contests/abc214/tasks/abc214_g,G. Three Permutations,1,2893
abc214_h,https://atcoder.jp/contests/abc214/tasks/abc214_h,H. Collecting,1,3138
abc213_a,https://atcoder.jp/contests/abc213/tasks/abc213_a,A. Bitwise Exclusive Or,99,33
abc213_b,https://atcoder.jp/contests/abc213/tasks/abc213_b,B. Booby Prize,99,26
abc213_c,https://atcoder.jp/contests/abc213/tasks/abc213_c,C. Reorder Cards,97,481
abc213_d,https://atcoder.jp/contests/abc213/tasks/abc213_d,D. Takahashi Tour,92,710
abc213_e,https://atcoder.jp/contests/abc213/tasks/abc213_e,E. Stronger Takahashi,32,1423
abc213_f,https://atcoder.jp/contests/abc213/tasks/abc213_f,F. Common Prefixes,1,2215
abc213_g,https://atcoder.jp/contests/abc213/tasks/abc213_g,G. Connectivity 2,1,2663
abc213_h,https://atcoder.jp/contests/abc213/tasks/abc213_h,H. Stroll,1,2806
abc212_a,https://atcoder.jp/contests/abc212/tasks/abc212_a,A. Alloy,99,5
abc212_b,https://atcoder.jp/contests/abc212/tasks/abc212_b,B. Weak Password,99,64
abc212_c,https://atcoder.jp/contests/abc212/tasks/abc212_c,C. Min Difference,99,246
abc212_d,https://atcoder.jp/contests/abc212/tasks/abc212_d,D. Querying Multiset,89,775
abc212_e,https://atcoder.jp/contests/abc212/tasks/abc212_e,E. Safety Journey,33,1410
abc212_f,https://atcoder.jp/contests/abc212/tasks/abc212_f,F. Greedy Takahashi,1,2332
abc212_g,https://atcoder.jp/contests/abc212/tasks/abc212_g,G. Power Pair,2,2150
abc212_h,https://atcoder.jp/contests/abc212/tasks/abc212_h,H. Nim Counting,1,2741
arc124_a,https://atcoder.jp/contests/arc124/tasks/arc124_a,A. LR Constraints,99,214
arc124_b,https://atcoder.jp/contests/arc124/tasks/arc124_b,B. XOR Matching 2,89,788
arc124_c,https://atcoder.jp/contests/arc124/tasks/arc124_c,C. LCM of GCDs,25,1495
arc124_d,https://atcoder.jp/contests/arc124/tasks/arc124_d,D. Yet Another Sorting Problem,3,2008
arc124_e,https://atcoder.jp/contests/arc124/tasks/arc124_e,E. Pass to Next,1,3031
arc124_f,https://atcoder.jp/contests/arc124/tasks/arc124_f,F. Chance Meeting,1,3246
abc211_a,https://atcoder.jp/contests/abc211/tasks/abc211_a,A. Blood Pressure,99,6
abc211_b,https://atcoder.jp/contests/abc211/tasks/abc211_b,B. Cycle Hit,99,17
abc211_c,https://atcoder.jp/contests/abc211/tasks/abc211_c,C. chokudai,96,559
